file,vehicle_id,accel_time_lt_30_s,accel_time_30_50_s,accel_time_50_70_s,accel_time_gt_70_s,accel_total_time_s,accel_pct_lt_30,accel_pct_30_50,accel_pct_50_70,accel_pct_gt_70,motor0_time_above_0_8_s,motor0_time_above_0_9_s,motor0_time_above_1_0_s,motor1_time_above_0_8_s,motor1_time_above_0_9_s,motor1_time_above_1_0_s,motor2_time_above_0_8_s,motor2_time_above_0_9_s,motor2_time_above_1_0_s,motor3_time_above_0_8_s,motor3_time_above_0_9_s,motor3_time_above_1_0_s,peak_accel_events,accel_clipping_time_s,accel_clipping_events
20251004172954.ulg,EL-038,278.00330599999995,120.00198900000001,58.99622599999999,23.997878,480.99939900000004,0.5779701733057673,0.24948469634158524,0.1226534297603145,0.04989170059233275,0.010107999999999999,0.0,0.0,0.0,0.0,0.0,0.006284,0.0,0.0,0.044363999999999994,0.0050869999999999995,0.0,2.0,0.0,0.0
20250925232148.ulg,EL-039,2.999898,0.0,0.0,0.0,2.999898,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251004182014.ulg,EL-038,432.994461,168.999278,45.99836400000001,9.006780000000001,656.998883,0.6590490063283715,0.25722917096649006,0.07001284962610814,0.013708973079030335,0.676525,0.572967,0.47846500000000003,1.121914,0.979755,0.837137,0.09068499999999999,0.022393999999999997,0.0,0.498857,0.314828,0.173728,0.0,0.0,121.0
20251014215918.ulg,EL-038,227.001954,84.999178,17.995623,8.001942,337.998697,0.6716060032621961,0.25147782744263064,0.05324169341398378,0.023674475881189566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_3_2025-9-29-12-30-06.ulg,EL-038,103.000215,4.001134,0.0,0.0,107.00134899999999,0.9626066957342754,0.03739330426572473,0.0,0.0,0.0,0.0,0.0,0.011176,0.00371,0.0,0.021102,0.017381999999999998,0.017381999999999998,0.0,0.0,0.0,0.0,0.0,0.0
log_28_2025-10-14-16-26-10.ulg,EL-038,140.983858,34.01422500000001,10.001746,1.001248,186.001077,0.7579733422726364,0.18287111853658788,0.05377251659677218,0.005383022594003581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250926221626.ulg,EL-039,86.005445,18.997861,1.998062,0.0,107.001368,0.8037789292563062,0.17754783284639875,0.01867323789729492,0.0,0.0,0.0,0.0,0.028519,0.017361,0.006203,0.03595,0.017365000000000002,0.017365000000000002,0.0,0.0,0.0,0.0,0.0,0.0
20251001003028.ulg,EL-039,196.997178,20.997396000000002,4.0033840000000005,0.0,221.997958,0.8873828379988972,0.09458373486480448,0.018033427136298255,0.0,0.007449000000000001,0.0,0.0,0.002485,0.0,0.0,0.0,0.0,0.0,0.007449000000000001,0.007449000000000001,0.0,0.0,0.0,0.0
20251001004322.ulg,EL-039,191.97924999999998,28.019735999999998,1.9993059999999998,0.0,221.998292,0.864778049733824,0.1262159980942556,0.009005952171920312,0.0,0.0,0.0,0.0,0.00992,0.0,0.0,0.00992,0.003729,0.0,0.003718,0.0,0.0,0.0,0.0,0.0
20251001191856.ulg,EL-039,254.999207,53.002425,2.9975069999999997,1.001634,312.000773,0.8173031257201405,0.16987914642121738,0.009607370427893138,0.0032103574307490576,0.00379,0.0,0.0,0.007598000000000001,0.0,0.0,0.0,0.0,0.0,0.012629999999999999,0.00379,0.0,1.0,0.0,0.0
20251001010010.ulg,EL-039,213.99886700000002,31.004828,0.997762,0.0,246.00145700000002,0.8699089412303765,0.12603513970244493,0.0040559190671785325,0.0,0.0,0.0,0.0,0.002526,0.0,0.0,0.002526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251002201754.ulg,EL-039,174.999346,61.999438000000005,13.002497000000002,7.997349,257.99863000000005,0.6782956405621222,0.24030917528515555,0.05039754280865755,0.030997641344064495,0.031013999999999996,0.003729,0.0,0.003718,0.0,0.0,0.009916,0.006198,0.0,0.060737,0.034741,0.017378,2.0,0.0,0.0
20251001185612.ulg,EL-039,280.992618,42.012224,1.998386,0.996706,325.999934,0.861940720515606,0.12887187885136198,0.006130019645954898,0.0030573809870771324,0.0,0.0,0.0,0.003794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20251002204602.ulg,EL-039,231.000117,75.00401199999999,8.994159999999999,5.000212,319.99850100000003,0.7218787471757562,0.2343886354642642,0.028106881663173783,0.015625735696805653,0.178517,0.064445,0.003714,0.061954999999999996,0.017349999999999997,0.0,0.0,0.0,0.0,0.311037,0.22798899999999997,0.16231,0.0,0.0,0.0
20251015005302.ulg,EL-039,182.99480899999998,31.001300999999998,2.0027920000000003,0.0,215.998902,0.8472024964275049,0.1435252712534622,0.009272232319032809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251002212448.ulg,EL-039,178.01190699999998,58.991263,14.999247999999998,5.9966800000000005,257.999098,0.6899710440072933,0.22864910558718307,0.05813682340858416,0.023243026996939347,0.007449000000000001,0.0,0.0,0.017351000000000002,0.007455,0.003726,0.021072999999999998,0.01364,0.006206,0.038403,0.023542999999999998,0.003726,0.0,0.0,0.0
20251017190838.ulg,EL-039,178.987046,40.009223999999996,5.0037519999999995,1.001498,225.00152,0.7954926082277133,0.1778175720768464,0.022238747542683266,0.004451072152757012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251017193416.ulg,EL-039,220.985635,30.014261000000005,3.99952,0.0,254.999416,0.8666123180454657,0.11770325387725596,0.01568442807727842,0.0,0.00758,0.0,0.0,0.003797,0.0,0.0,0.0,0.0,0.0,0.011375,0.0,0.0,0.0,0.0,0.0
20251017195526.ulg,EL-039,253.01743500000003,41.97881099999999,6.003295,1.001395,302.00093599999997,0.8378034795229908,0.13900225461552873,0.019878398655029335,0.0033158672064513076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251021205826.ulg,EL-039,90.99844800000001,9.000487,2.002327,0.0,102.00126200000001,0.8921306091291302,0.088238976886384,0.019630413984485798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251017220408.ulg,EL-039,540.01614,175.97668,40.009688999999995,5.996913000000001,761.9994220000001,0.708683135982746,0.23094070010987483,0.052506193370839574,0.00786997053653933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251021215350.ulg,EL-039,760.996793,176.01861,51.988624,13.994449999999999,1002.9984770000001,0.7587217831837245,0.17549240007470118,0.051833203331972756,0.013952613409601416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251017204032.ulg,EL-039,1015.0218269999999,245.992932,59.993595,18.990564,1339.998918,0.7574795870096366,0.18357696315692099,0.04477137570345411,0.014172074129988214,0.006193,0.002469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251017211426.ulg,EL-039,836.9859,333.032246,96.97787100000001,39.004099999999994,1306.000117,0.6408773545308954,0.2550016969102614,0.074255637298691,0.029865311260152048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
20251015020102.ulg,EL-039,1799.992348,374.01304300000004,30.995047000000003,0.996492,2205.9969300000002,0.8159541491293009,0.16954377311848753,0.014050358175249137,0.0004517195769624212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251022184152.ulg,EL-039,218.000746,113.989882,55.999483999999995,23.008589999999998,410.998702,0.5304171155265595,0.2773485206773232,0.13625221619313047,0.05598214760298683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
20251021223502.ulg,EL-039,691.018321,191.00335399999997,49.977221,15.002264,947.00116,0.7296911030182899,0.20169284058743916,0.05277419195558324,0.015841864438687698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251022190702.ulg,EL-039,649.014017,180.00244399999997,40.985318,9.996170999999999,879.9979500000001,0.7375176464899719,0.20454870832369548,0.046574333497026894,0.011359311689305637,0.0,0.0,0.0,0.005056,0.002523,0.0,0.005056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20251022205152.ulg,EL-039,543.0114179999999,255.00301,72.98026100000001,26.003552,896.998241,0.605365086775014,0.28428484956192906,0.08136053970255223,0.02898952396050462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
20251022201350.ulg,EL-039,930.979707,393.017662,143.999479,40.002854,1507.999702,0.6173606704068167,0.2606218432793828,0.09549038955977195,0.026527096754028402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
20251029212408.ulg,EL-039,803.0268389999999,422.992915,123.98922499999999,27.992367000000005,1378.001346,0.5827474997255916,0.3069611769450332,0.08997757902044894,0.020313744308926098,0.003797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003797,0.0,0.0,2.0,0.0,0.0
20251029231502.ulg,EL-039,841.975995,385.01258199999995,123.00449499999999,12.007398,1362.00047,0.6181906787447732,0.28268168071924377,0.09031163917292921,0.008816001363053862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251029222624.ulg,EL-039,740.007826,450.97337,155.027572,36.992028999999995,1383.000797,0.5350740416095364,0.32608323218486185,0.11209507061477131,0.026747655590830435,0.00379,0.0,0.0,0.003793,0.0,0.0,0.003793,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251029234816.ulg,EL-039,845.005774,425.000551,133.004301,16.992176999999998,1420.0028029999999,0.5950733140911977,0.2992955718834592,0.09366481581515583,0.011966298210187406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251030002620.ulg,EL-039,778.004597,445.999461,101.000252,14.995626,1339.999936,0.5806004732525599,0.3328354345533342,0.07537332598797976,0.011190766206126147,0.014863000000000001,0.003711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003711,0.0,0.0,0.0,0.0,0.0
20251030205506.ulg,EL-039,754.037517,399.968744,160.014453,48.976929999999996,1362.997644,0.5532199709363548,0.2934478616017329,0.11739892119725484,0.03593324626465751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
20251030225624.ulg,EL-039,485.01415199999997,169.00637899999998,65.975894,15.00441,735.000835,0.6598824503376244,0.22994039047588288,0.08976301911276059,0.020414140073732025,0.0,0.0,0.0,0.006195,0.0,0.0,0.013631,0.006195,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20251030213322.ulg,EL-039,824.9923510000001,387.028723,116.97128,25.010683999999998,1354.0030379999998,0.6092987444242354,0.2858403653005689,0.08638923009565655,0.01847166017953942,0.015146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013931,0.0,0.0,1.0,0.0,0.0
20251030223534.ulg,EL-039,896.992065,315.99512799999997,111.02420099999999,30.989655999999997,1355.00105,0.6619862508593628,0.23320655581779803,0.0819366162114782,0.022870577111360906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251030220326.ulg,EL-039,883.013403,345.980277,106.00716099999998,30.998117000000004,1365.9989580000001,0.6464231892920668,0.25328004459575876,0.07760413020754293,0.02269263590463149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
20251031194822.ulg,EL-039,733.0099759999999,462.99541800000003,128.009297,38.98694,1363.001631,0.5377909749544533,0.33968808801814265,0.09391720016217647,0.02860373686522756,0.003726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20251031201958.ulg,EL-039,750.0254689999999,440.989328,146.979172,34.005894,1371.999863,0.5466658483186743,0.3214208250981436,0.10712768708199208,0.02478563950118995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251031212712.ulg,EL-039,912.987208,322.00325,101.99969200000001,20.007737999999996,1356.9978879999999,0.6727992844156881,0.23729089989563787,0.07516569694174795,0.014744118746926155,0.003795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015198999999999999,0.0,0.0,0.0,0.0,0.0
20251106050510.ulg,EL-039,403.990442,203.01587,67.999259,65.993923,740.9994939999999,0.5451966502962282,0.2739757201507617,0.09176694390563242,0.08906068564737779,5.2154419999999995,3.3029580000000003,2.0793150000000002,11.294089,7.376014,4.809078,5.583031,3.451574,1.943354,9.515972,6.736599,4.573869,26.0,0.0,7221.0
20251031220812.ulg,EL-039,885.980928,348.030881,117.98675500000002,27.000945,1378.999509,0.6424809597230973,0.252379263900086,0.08555967875982762,0.019580097616989072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
20251031205220.ulg,EL-039,920.982856,326.02430000000004,106.99344799999997,19.000576000000002,1373.00118,0.6707808189939065,0.23745376533471008,0.07792669777603539,0.01383871789534806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251107200638.ulg,EL-039,505.98570800000005,215.003637,46.011567,3.999544,771.000456,0.6562716066668579,0.2788631774817005,0.05967774291433104,0.005187472937110689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251107210424.ulg,EL-039,534.0183059999999,252.981787,62.00946199999999,28.989094999999992,877.99865,0.6082222404328298,0.28813459679009756,0.070625919527325,0.033017243249747585,8.555420999999999,4.821028,2.279542,26.097199,13.731986,7.247776,9.915209,3.890047,1.199559,7.819814000000001,3.8995789999999997,1.7095100000000003,9.0,0.0,45.0
20251106065458.ulg,EL-039,1015.9983340000001,503.991506,155.007358,67.00209399999999,1741.999292,0.5832369385371714,0.2893178592635157,0.08898244603878978,0.038462756160523165,0.6816570000000001,0.038744999999999995,0.00377,11.869759,4.927883,2.561781,3.8391279999999997,2.636096,1.661886,7.213617,5.259421,3.848053,15.0,0.0,22.0
20251106073612.ulg,EL-039,957.029001,477.95639900000003,187.01203700000002,72.00288,1694.000317,0.5649520790496995,0.28214658179429375,0.11039669539802101,0.042504643757985794,0.438538,0.08471000000000001,0.031647,9.244108,2.30261,0.758408,3.235719,1.501307,0.762656,4.547848,2.582868,1.419791,19.0,0.0,30.0
20250923232022.ulg,EL-040,4.000328,0.0,0.0,0.0,4.000328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250918221046.ulg,EL-040,5.0013559999999995,0.0,0.0,0.0,5.0013559999999995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_1_2025-9-26-15-16-26.ulg,EL-039,86.005445,18.997861,1.998062,0.0,107.001368,0.8037789292563062,0.17754783284639875,0.01867323789729492,0.0,0.0,0.0,0.0,0.028519,0.017361,0.006203,0.03595,0.017365000000000002,0.017365000000000002,0.0,0.0,0.0,0.0,0.0,0.0
20250927210836.ulg,EL-040,12.999724,0.0,0.0,0.0,12.999724,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251106082122.ulg,EL-039,998.024733,541.9867750000001,165.015021,88.97444999999999,1794.000979,0.5563122566166671,0.30211063502435254,0.09198156686178709,0.04959554149719335,8.914888999999999,3.8667249999999997,1.57755,24.517346,12.637746,5.472982,2.697189,1.1395430000000002,0.403023,16.628897000000002,8.491352000000001,3.657394,23.0,0.0,1546.0
20250926190832.ulg,EL-040,88.011211,17.990604,1.000518,0.0,107.00233300000001,0.8225167483030487,0.16813282005729727,0.009350431639654062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250926190138.ulg,EL-040,65.005644,7.993077999999999,2.000703,0.0,74.99942500000002,0.8667485650723321,0.1065751904097931,0.026676244517874634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251107224534.ulg,EL-039,478.957625,295.02899399999995,89.99342,72.021728,936.001767,0.511705898307348,0.315201321623146,0.09614663473172695,0.07694614533777905,0.095378,0.009899,0.0,8.568691,1.290609,0.136276,0.434941,0.074497,0.017428,2.4710270000000003,0.473079,0.061913,18.0,0.0,89.0
20250927211046.ulg,EL-040,93.99951000000001,4.000953,0.0,0.0,98.000463,0.9591741418609422,0.04082585813905798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074529999999999996,0.0,0.0,0.0,0.0,0.0
20250927221124.ulg,EL-040,301.006321,38.995541,2.997677,0.0,342.999539,0.8775706284549846,0.1136897767084171,0.008739594836598308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250927222924.ulg,EL-040,312.00241600000004,30.996661,0.0,0.0,342.999077,0.9096304827665762,0.09036951723342393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250928185254.ulg,EL-040,143.008728,28.991691000000003,0.0,0.0,172.000419,0.8314440675868353,0.16855593241316466,0.0,0.0,0.0,0.0,0.0,0.024886000000000002,0.017372000000000002,0.0074199999999999995,0.01488,0.01114,0.0,0.003741,0.0,0.0,0.0,0.0,0.0
20250928192858.ulg,EL-040,360.022415,60.97829799999999,0.998364,0.0,421.999077,0.8531355508154347,0.14449865254089167,0.002365796643673702,0.0,0.002476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009919,0.0,0.0,0.0,0.0,0.0
20250928195154.ulg,EL-040,348.999105,66.005535,5.993522,1.000739,421.998901,0.8270142509209994,0.15641162771653758,0.014202695755361695,0.002371425607101285,0.003735,0.0,0.0,0.021186000000000003,0.00374,0.0,0.007462,0.00374,0.0,0.003735,0.003735,0.003735,0.0,0.0,0.0
20250927224506.ulg,EL-040,328.99846,36.99978600000001,0.0,0.0,365.998246,0.8989072040525572,0.1010927959474429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250928200530.ulg,EL-040,349.009407,69.990509,4.000403,1.000709,424.001028,0.8231333981577045,0.1650715549680224,0.009434889860691565,0.00236015701358158,0.0,0.0,0.0,0.03359,0.013699999999999999,0.007482,0.009947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250928203540.ulg,EL-040,319.974644,142.016729,23.004654000000002,3.00178,487.997807,0.6556886924698824,0.2910191950924074,0.04714089627046213,0.006151216167248063,0.017315,0.003709,0.0,0.007434,0.0,0.0,0.009894,0.003718,0.0,0.019791,0.006187,0.0,0.0,0.0,0.0
20250928221814.ulg,EL-040,366.987033,53.014871,1.000508,0.0,421.002412,0.8716981721235364,0.12592533792894278,0.0023764899475207757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20250928210240.ulg,EL-040,366.027597,101.979001,12.992483,0.999404,481.998485,0.759395741669188,0.21157535588519535,0.026955443646259594,0.0020734587993570144,0.013578000000000002,0.002458,0.0,0.003715,0.0,0.0,0.0,0.0,0.0,0.01357,0.002458,0.002458,0.0,0.0,0.0
20250928212354.ulg,EL-040,439.988805,103.00904299999999,7.999545999999999,0.0,550.997394,0.7985315534904327,0.18695014553916384,0.014518300970403498,0.0,0.003724,0.0,0.0,0.013713,0.003742,0.0,0.021155,0.009963,0.0,0.003724,0.0,0.0,0.0,0.0,0.0
20250928223650.ulg,EL-040,640.008677,113.99246600000002,2.9995040000000004,0.0,757.0006470000001,0.8454532760789041,0.15058437063660793,0.003962353284488012,0.0,0.0,0.0,0.0,0.053517,0.03484400000000001,0.017415,0.047301,0.028629,0.009957,0.0,0.0,0.0,0.0,0.0,0.0
20250928230714.ulg,EL-040,619.009986,132.991781,1.999088,0.0,754.000855,0.8209672202560035,0.1763814724056248,0.002651307338371652,0.0,0.0,0.0,0.0,0.003705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251002222952.ulg,EL-040,249.00589,57.99130400000001,7.001731999999999,2.002422,316.001348,0.7879899613592787,0.18351600196338405,0.022157285227783263,0.006336751449553943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003732,0.003732,0.0,0.0,0.0,0.0
20251003191724.ulg,EL-040,148.99756299999999,27.999223,4.0029520000000005,0.0,180.99973799999998,0.8231921473831084,0.1546920636979044,0.02211578891898728,0.0,0.00372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003715,0.0,0.0,0.0,0.0,0.0
20251002225240.ulg,EL-040,556.986603,110.025077,12.989533999999999,3.9997000000000003,684.000914,0.8143068109993783,0.1608551607871097,0.01899052140740268,0.005847506806109327,0.0,0.0,0.0,0.003723,0.0,0.0,0.004967,0.0,0.0,0.009941,0.0,0.0,0.0,0.0,0.0
20251003204542.ulg,EL-040,523.9722489999999,133.028718,11.999673,0.0,669.00064,0.7832163643371103,0.1988469218803737,0.01793671378251596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251003210806.ulg,EL-040,542.0160430000001,120.98334399999999,11.004002000000002,0.996728,675.000117,0.802986591186028,0.17923455263638122,0.016302222359466646,0.001476633818124212,0.017419,0.006221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041087,0.019942,0.0,0.0,0.0,0.0
20251003214242.ulg,EL-040,589.0087659999999,149.99327399999999,17.994709,1.001799,757.9985479999999,0.777057908031771,0.1978806877608953,0.023739767111005075,0.0013216370963285806,0.014835,0.009885999999999999,0.007411,0.0,0.0,0.0,0.007429,0.0,0.0,0.013581,0.007411,0.003711,0.0,0.0,0.0
20251004152612.ulg,EL-040,118.99293500000002,57.008566,5.998671000000001,0.0,182.00017200000002,0.6538067172815639,0.3132335830979324,0.03295969962050366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251003225922.ulg,EL-040,665.976604,116.02182200000001,10.999982000000001,0.0,792.998408,0.8398208587576381,0.14630776156614933,0.013871379676212416,0.0,0.009954000000000001,0.004969,0.0,0.0,0.0,0.0,0.0137,0.002492,0.0,0.11321300000000001,0.018637,0.003731,0.0,0.0,0.0
20251003221156.ulg,EL-040,581.962889,166.03112099999998,18.01053,2.997505,769.0020450000001,0.7567767768419913,0.21590465471388956,0.0234206529320738,0.0038979155120452244,0.013598,0.00988,0.00988,0.10266399999999999,0.05813599999999999,0.025977,0.070479,0.025975,0.003706,0.108833,0.038342,0.0,2.0,0.0,0.0
20251004162658.ulg,EL-040,488.02631600000007,99.970464,8.006029999999999,2.997796,599.000606,0.8147342608865409,0.16689543048642594,0.013365645910548543,0.005004662716484799,0.009879,0.003712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003712,0.0,0.0,0.0,0.0,0.0
20251004234310.ulg,EL-040,158.988385,12.010410000000002,0.0,0.0,170.998795,0.9297631892669185,0.0702368107330815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251004171056.ulg,EL-040,590.018771,138.979828,6.0021130000000005,0.0,735.000712,0.802745849584973,0.18908801818956605,0.008166132225461028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251004173332.ulg,EL-040,544.004265,152.989775,14.009294000000002,0.998866,712.0022000000001,0.764048573164521,0.2148726155621429,0.01967591392273788,0.0014028973505980737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251004180254.ulg,EL-040,561.000016,138.003025,18.996031,1.001316,719.000388,0.7802499489054516,0.1919373442674693,0.02642005667457303,0.0013926501525058984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251004185050.ulg,EL-040,558.977719,152.02921400000002,11.994410999999998,0.0,723.001344,0.7731351036050079,0.21027514715104045,0.01658974924395161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251013220946.ulg,EL-040,151.98839099999998,54.008096,9.001277,2.0023850000000003,217.000149,0.7004068508727153,0.24888506412961037,0.04148051068849727,0.009227574309177089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251014181214.ulg,EL-040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251013232658.ulg,EL-040,109.00359200000001,0.998236,0.0,0.0,110.001828,0.9909252780781062,0.00907472192189388,0.0,0.0,0.0,0.0,0.0,0.011205,0.0,0.0,0.011205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_67_2025-10-22-12-09-44.ulg,EL-034,68.99443200000002,20.011279000000002,4.998114,4.998158,99.00198300000001,0.6968994954373794,0.20213008258632556,0.050484988770376445,0.05048543320591871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251014200116.ulg,EL-040,200.00782900000002,22.998281999999996,1.9951530000000002,0.0,225.001264,0.8889186906967776,0.10221401245105893,0.008867296852163463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251014201856.ulg,EL-040,523.027547,78.97286600000001,4.000591,0.0,606.001004,0.8630803308042045,0.13031804481960893,0.006601624376186678,0.0,0.011184000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20251013225832.ulg,EL-040,1403.9869720000002,326.010091,28.00617,2.9980450000000003,1761.001278,0.7972662993149743,0.1851276856370345,0.015903548935414232,0.00170246611257712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003733,0.0,0.0,0.0,0.0,0.0
20251014204250.ulg,EL-040,876.0129079999999,136.987942,10.996868000000001,0.0,1023.9977180000001,0.855483261926566,0.13377758523481395,0.010739152838619901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003737,0.0,0.0,0.0,0.0,0.0
