vehicle_id,num_logs,accel_time_lt_30_s,accel_time_30_50_s,accel_time_50_70_s,accel_time_gt_70_s,accel_total_time_s,motor0_time_above_0_8_s,motor0_time_above_0_9_s,motor0_time_above_1_0_s,motor1_time_above_0_8_s,motor1_time_above_0_9_s,motor1_time_above_1_0_s,motor2_time_above_0_8_s,motor2_time_above_0_9_s,motor2_time_above_1_0_s,motor3_time_above_0_8_s,motor3_time_above_0_9_s,motor3_time_above_1_0_s,peak_accel_events,accel_clipping_time_s,accel_clipping_events,accel_pct_lt_30,accel_pct_30_50,accel_pct_50_70,accel_pct_gt_70
EL-017,32,2024.013357,655.022826,102.97095999999999,11.992936,2794.000079,0.087782,0.0568659999999999,0.029731999999999998,0.120977,0.003709,0.003709,12.019271,0.9765389999999998,0.064329,7.353884,0.4093759999999999,0.0803949999999999,0.0,0.0,0.0,0.7244142089374651,0.23443908642781397,0.036854315350218,0.004292389284502951
EL-018,7,173.974889,65.01052999999999,11.000726,1.001246,250.987391,0.0,0.0,0.0,0.010002,0.003763,0.0,0.031256,0.0,0.0,0.071164,0.0,0.0,0.0,0.0,0.0,0.69316186883667,0.2590191074578722,0.04382979541789014,0.003989228287567642
EL-019,34,2334.0158890000002,617.995162,133.984237,34.997027,3120.992315,1.277883,0.830266,0.7570060000000001,0.42153799999999986,0.16422599999999998,0.131624,8.343770999999998,7.972217999999999,7.834808,0.7269979999999998,0.2416469999999999,0.10009699999999999,1.0,0.0,0.0,0.7478441641084272,0.19801239465724224,0.042930011828625735,0.011213429405704897
EL-020,16,1134.052307,360.9545,76.99050500000001,20.994873000000002,1592.9921849999998,0.0420729999999999,0.018615,0.011179,4.778819,4.216646999999999,3.962415,13.923623,4.767381,3.208017,0.055771,0.027294,0.027294,0.0,0.0,0.0,0.7119007347798132,0.22658899610358102,0.04833074871613386,0.013179520400472024
EL-022,16,1729.007475,663.969487,134.015066,18.002191,2544.994219,0.293362,0.0495359999999998,0.0420849999999998,5.6158909999999995,0.091622,0.053255000000000004,0.0631219999999999,0.024765000000000002,0.017336,42.08126000000001,39.54762699999999,37.66309699999999,1.0,0.0,0.0,0.6793757966489118,0.2608923360387405,0.052658298788850796,0.007073568523496909
EL-023,1,18.00121,0.0,0.0,0.0,18.00121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EL-026,5,854.9884069999999,617.017374,225.007069,61.98626399999999,1758.999114,0.7178549999999999,0.07595400000000001,0.007592,3.001923,0.8124210000000001,0.1720919999999999,0.8446769999999999,0.180953,0.013919999999999998,1.5265680000000001,0.2937229999999999,0.036719,2.0,0.0,0.0,0.4860652857611388,0.3507775354115386,0.12791767045767824,0.035239508369644346
EL-027,2,67.996821,8.001793,3.001136,1.000377,80.00012699999999,0.0,0.0,0.0,0.014906,0.00372,0.0,0.0,0.0,0.0,0.156522,0.060888,0.034796,0.0,0.0,0.0,0.8499589131902253,0.10002225371467223,0.037514140446302045,0.012504692648800423
EL-028,27,5712.016089,1310.992317,111.987141,1.998413,7136.99396,0.187003,0.050297999999999995,0.0277389999999999,0.8333579999999997,0.131961,0.016496999999999998,0.1357579999999998,0.059283999999999996,0.041573,1.0965389999999995,0.2299859999999998,0.0641049999999999,0.0,0.0,0.0,0.8003392073768828,0.18368970526633316,0.015691079693725844,0.0002800076630581876
EL-031,34,6226.10125,2441.90039,548.982296,230.01968399999998,9447.00362,8.932846,4.978154999999999,1.9683119999999996,0.1285549999999998,0.0359,0.021039,39.671875,16.937891,9.803897000000001,9.078282,1.671179,0.421276,54.0,7.9990000000000006,8.0,0.6590556646785746,0.258484117104636,0.05811179058275835,0.024348427634031118
EL-034,41,8633.018753,2622.0083999999997,561.007127,115.97609,11932.01037,0.8821949999999998,0.5829190000000001,0.4143099999999999,1.2672189999999999,1.0123769999999999,0.91567,1.455866,1.0376440000000002,0.7045640000000001,1.938104,1.301578,0.903695,10.0,1.000069,1.0,0.723517536885949,0.21974573594005348,0.047016982855672795,0.009719744318324793
EL-038,18,4291.962941,1213.021587,319.005738,68.009359,5891.999625,0.6866329999999999,0.572967,0.478465,1.1442660000000002,0.987175,0.837137,0.18337299999999981,0.0571579999999997,0.0347639999999998,0.5862209999999999,0.3199149999999999,0.173728,2.0,0.0,0.0,0.7284391062737041,0.20587604619883185,0.0541421857269721,0.011542661800491884
EL-039,48,27759.070973,11137.047266,3286.9419709999997,1013.9366249999999,43196.996835,24.188433999999997,12.198419,5.975538,91.77641799999999,42.328897999999995,21.002433,25.843032,12.757556000000001,6.028842,48.679162000000005,27.74041,15.453944,154.0,20.003508,20.0,0.6426157605129728,0.25781994309790307,0.07609190943424064,0.02347238695488355
EL-040,58,31337.983751,6095.997687,526.020284,52.009763,38012.011485,0.149888,0.0445719999999999,0.017291,0.8723659999999999,0.2666529999999997,0.0943329999999998,0.347601,0.106756,0.013663000000000002,0.7025689999999996,0.12519,0.013635,5.0,0.0,0.0,0.8244231895848592,0.1603703000407004,0.013838264891811208,0.0013682454826291863
EL-041,17,1637.018318,631.025657,237.984502,60.975962,2567.0044390000003,0.7196060000000001,0.428455,0.135664,0.5611079999999999,0.0062159999999999,0.00373,1.0691369999999998,0.49283999999999994,0.202626,1.148376,0.8428889999999999,0.577967,2.0,0.0,0.0,0.6377154215743059,0.24582180202455037,0.09270903407269097,0.02375374232845259
EL-042,18,1066.997163,0.0,0.0,0.0,1066.997163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EL-043,28,12214.046645,4741.892991,1099.024148,234.04028800000003,18289.004072,0.3177919999999999,0.0111359999999999,0.0099009999999999,0.050626,0.00247,0.0,0.24228,0.002504,0.0,0.3537879999999999,0.0543769999999999,0.003723,12.0,0.0,0.0,0.6678355254838285,0.25927562661871334,0.060092071917824,0.01279677597963411
EL-044,16,981.9823880000001,333.038379,89.97332,28.003241000000003,1432.997328,0.006299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003783,0.0,0.0,2.0,0.0,0.0,0.6852646329568035,0.23240683879349147,0.06278680234915275,0.019541725900552413
EL-045,42,15135.019637,5545.959881,1662.977897,530.042785,22874.0002,2.811306,0.49513,0.1494889999999999,43.322134,1.932926,0.7227369999999999,1.295909,0.6435120000000001,0.410983,1.1123759999999996,0.1018319999999999,0.011302,48.0,0.0,0.0,0.6616691223514111,0.24245693068587104,0.07270166487976161,0.023172282082956353
EL-046,116,25710.731923,8898.049353,2684.071374,885.9832650000001,38178.835915,22.82977,7.286956,3.45173,150.765481,52.792675,11.088038000000001,3.042089,0.8549609999999997,0.320157,2.4104669999999997,0.3441569999999999,0.0840259999999998,102.0,1.001103,1.0,0.6734289117730424,0.2330623535199004,0.07030259853851283,0.02320613616854431
EL-048,29,9571.00412,4005.0033120000003,1039.97184,232.015028,14847.9943,0.3091919999999998,0.08549999999999999,0.038978,0.8069339999999998,0.37971199999999977,0.22879300000000002,0.39685299999999973,0.1544569999999998,0.050289,1.3104329999999997,0.4147559999999997,0.054049,25.0,0.996813,1.0,0.6445991240715926,0.26973362402220213,0.07004123378468699,0.01562601812151827
EL-049,11,1643.003684,428.99263900000005,69.00003000000001,3.0043509999999998,2144.000704,0.044562000000000004,0.008647,0.0,0.022348,0.014898000000000002,0.0,0.031044000000000002,0.018618,0.011152,0.0507529999999999,0.007421,0.0,1.0,0.0,0.0,0.7663260935197902,0.20008978457872748,0.03218283924593338,0.0014012826555489786
EL-050,19,4610.884362,2354.037096,731.0231640000001,277.047058,7972.99168,0.35225899999999993,0.0953049999999998,0.023484999999999902,2.7725369999999994,0.8347450000000001,0.21235199999999999,0.8979599999999998,0.2544279999999999,0.092673,1.280184,0.36944,0.1494959999999999,32.0,2.002657,2.0,0.5783129529115475,0.2952514175958603,0.09168743595126892,0.03474819354132325
EL-051,107,22856.894224,10781.2391,4683.786727,2578.079541,40899.999592,191.007208,133.502659,97.849669,176.859151,61.684654,39.936258,161.06021,103.11170299999999,64.30536000000001,212.91099499999999,81.62103400000001,47.557246,548.0,19.005561,19.0,0.5588482751102712,0.2635999806246649,0.11451801402746575,0.06303373023759809
