vehicle_id,num_logs,accel_time_lt_30_s,accel_time_30_50_s,accel_time_50_70_s,accel_time_gt_70_s,accel_total_time_s,motor0_time_above_0_8_s,motor0_time_above_0_9_s,motor0_time_above_1_0_s,motor1_time_above_0_8_s,motor1_time_above_0_9_s,motor1_time_above_1_0_s,motor2_time_above_0_8_s,motor2_time_above_0_9_s,motor2_time_above_1_0_s,motor3_time_above_0_8_s,motor3_time_above_0_9_s,motor3_time_above_1_0_s,accel_pct_lt_30,accel_pct_30_50,accel_pct_50_70,accel_pct_gt_70
EL-022,16,1729.0074749999999,663.969487,134.015066,18.002191,2544.994219,0.293362,0.0495359999999998,0.0420849999999998,5.6158909999999995,0.091622,0.053255000000000004,0.0631219999999999,0.024765000000000002,0.017336,42.08126000000001,39.547627,37.663097,0.6793757966489117,0.2608923360387405,0.052658298788850796,0.007073568523496909
